energy,diameter,dfec_lynch
20,80.1761252446,125.84853283
20,80.5088062622,125.80539191
20,80.8414872798,126.815718249
20,81.1741682975,128.734658939
20,81.5068493151,131.44989738
20,81.8395303327,134.870685783
20,82.1722113503,138.921633825
20,82.5048923679,143.538835752
20,82.8375733855,148.667267553
20,83.1702544031,154.258966662
20,83.5029354207,160.271702975
20,83.8356164384,166.667986709
20,84.168297456,173.414294694
20,84.5009784736,180.480472916
20,84.8336594912,187.839266442
20,85.1663405088,195.341413311
20,85.4990215264,202.325451799
20,85.831702544,208.335778949
20,86.1643835616,212.720693209
20,86.4970645793,214.641532114
20,86.8297455969,213.566165917
20,87.1624266145,209.086490132
20,87.4951076321,200.891135454
20,87.8277886497,190.21380938
20,88.1604696673,179.105205011
20,88.4931506849,168.646201588
20,88.8258317025,159.594262924
20,89.1585127202,152.538454998
20,89.4911937378,147.688770548
20,89.8238747554,144.854666751
20,90.156555773,143.980337344
20,90.4892367906,144.580945354
20,90.8219178082,146.286805474
20,91.1545988258,148.899467168
20,91.4872798434,152.281615355
20,91.8199608611,156.329974595
20,92.1526418787,160.963089964
20,92.4853228963,166.114631963
20,92.8180039139,171.729300784
20,93.1506849315,177.760151081
20,93.4833659491,184.166744878
20,93.8160469667,190.913829959
20,94.1487279843,197.941694124
20,94.481409002,204.969330174
20,94.8140900196,211.763471136
20,95.1467710372,218.173807173
20,95.4794520548,224.082170771
20,95.8121330724,229.390331414
20,96.14481409,234.01420261
20,96.4774951076,237.880671132
20,96.8101761252,240.92529793
20,97.1428571429,243.129291476
20,97.4755381605,244.568845228
20,97.8082191781,245.123587349
20,98.1409001957,244.726601274
20,98.4735812133,243.328078241
20,98.8062622309,240.88649659
20,99.1389432485,237.365928814
20,99.4716242661,232.68274014
20,99.8043052838,226.342800667
20,100.136986301,218.071108602
20,100.469667319,209.157641713
20,100.802348337,200.784990625
20,101.135029354,193.069589918
20,101.467710372,185.554634829
20,101.800391389,178.099032978
20,102.133072407,170.642656141
20,102.465753425,163.155071829
20,102.798434442,155.620054816
20,103.13111546,148.174272547
20,103.463796477,141.324220245
20,103.796477495,135.359695867
20,104.129158513,130.485125828
20,104.46183953,126.863881333
20,104.794520548,124.63287313
20,105.127201566,123.901711537
20,105.459882583,124.456797729
20,105.792563601,125.961229991
20,106.125244618,127.982798926
20,106.457925636,129.972056197
20,106.790606654,131.596839422
20,107.123287671,132.608416014
20,107.455968689,132.610714431
20,107.788649706,130.977772291
20,108.121330724,127.301219067
20,108.454011742,121.267336374
20,108.786692759,113.430619472
20,109.119373777,105.344982125
20,109.452054795,97.8328120999
20,109.784735812,91.4529545237
20,110.11741683,86.5085427162
20,110.450097847,82.9049257316
20,110.782778865,80.6658955108
20,111.115459883,79.8590811867
20,111.4481409,80.4316693361
20,111.780821918,82.0169121335
20,112.113502935,84.4148971077
20,112.446183953,87.5044235215
20,112.778864971,91.1977694211
20,113.111545988,95.4268399561
20,113.444227006,100.136526768
20,113.776908023,105.280941591
20,114.109589041,110.821060516
20,114.442270059,116.723154767
20,114.774951076,122.957690049
20,115.107632094,129.498528605
20,115.440313112,136.322334185
20,115.772994129,143.40811336
20,116.105675147,150.736859995
20,116.438356164,158.291271382
20,116.771037182,166.055518065
20,117.1037182,174.015058684
20,117.436399217,182.156482645
20,117.769080235,190.467383607
20,118.101761252,198.93624988
20,118.43444227,207.52005153
20,118.767123288,216.016584411
20,119.099804305,224.178977736
20,119.432485323,231.512477692
20,119.765166341,237.540304337
20,120.097847358,241.632348064
20,120.430528376,243.365485063
20,120.763209393,242.404413943
20,121.095890411,238.210171223
20,121.428571429,230.425900105
20,121.761252446,220.422359607
20,122.093933464,209.276056619
20,122.426614481,197.588576912
20,122.759295499,185.799629382
20,123.091976517,174.257831987
20,123.424657534,162.921055884
20,123.757338552,151.342734137
20,124.090019569,140.188684035
20,124.422700587,130.236734873
20,124.755381605,121.494300902
20,125.088062622,113.880252999
20,125.42074364,107.427432109
20,125.753424658,102.188601403
20,126.086105675,98.2211081506
20,126.418786693,95.5820604653
20,126.75146771,94.3081904806
20,127.084148728,94.1626797949
20,127.416829746,94.8990707266
20,127.749510763,96.3867089987
20,128.082191781,98.4070377341
20,128.414872798,100.532210091
20,128.747553816,102.493379402
20,129.080234834,104.09270522
20,129.412915851,105.169055061
20,129.745596869,105.504845237
20,130.078277886,104.634124208
20,130.410958904,102.226634747
20,130.743639922,98.143393312
20,131.076320939,93.3683262228
20,131.409001957,88.7981915077
20,131.741682975,84.9350487344
20,132.074363992,82.0013570217
20,132.40704501,79.958364592
20,132.739726027,78.8596375903
20,133.072407045,78.7772485443
20,133.405088063,79.7832740699
20,133.73776908,81.8009705191
20,134.070450098,84.5651603951
20,134.403131115,87.9440965161
20,134.735812133,91.8539840744
20,135.068493151,96.2325951621
20,135.401174168,100.868579379
20,135.733855186,105.406095684
20,136.066536204,109.629966875
20,136.399217221,113.378370291
20,136.731898239,116.518301064
20,137.064579256,118.936163106
20,137.397260274,120.643033124
20,137.729941292,122.171810454
20,138.062622309,123.883599894
20,138.395303327,125.996486062
20,138.727984344,128.674320076
20,139.060665362,131.975260136
20,139.39334638,135.693378521
20,139.726027397,139.528437032
20,140.058708415,143.096940845
20,140.391389432,145.90502566
20,140.72407045,147.577848031
20,141.056751468,147.849510449
20,141.389432485,146.504113571
20,141.722113503,143.87038253
20,142.054794521,140.999698455
20,142.387475538,138.455863826
20,142.720156556,136.586179264
20,143.052837573,135.53321291
20,143.385518591,135.247282682
20,143.718199609,135.600408315
20,144.050880626,136.562283436
20,144.383561644,137.95750706
20,144.716242661,139.47388923
20,145.048923679,140.683012378
20,145.381604697,141.26806704
20,145.714285714,141.073386416
20,146.046966732,140.219621517
20,146.37964775,138.749017341
20,146.712328767,136.663277026
20,147.045009785,133.95290632
20,147.377690802,130.468288255
20,147.71037182,126.085131827
20,148.043052838,121.720961378
20,148.375733855,117.916979204
20,148.708414873,114.795972669
20,149.04109589,112.387786513
20,149.373776908,110.733227811
20,149.706457926,109.895369291
20,150.039138943,109.937581861
20,150.371819961,110.919997015
20,150.704500978,112.811891483
20,151.037181996,115.130931455
20,151.369863014,117.534196582
20,151.702544031,119.810914922
20,152.035225049,121.800546478
20,152.367906067,123.37215338
20,152.700587084,124.342487299
20,153.033268102,124.32928559
20,153.365949119,122.863093111
20,153.698630137,119.905858034
20,154.031311155,115.952061039
20,154.363992172,111.212054169
20,154.69667319,105.679242147
20,155.029354207,99.178559748
20,155.362035225,91.6512697368
20,155.694716243,83.7950039311
20,156.02739726,76.4916612956
20,156.360078278,70.2356832443
20,156.692759295,65.2025567074
20,157.025440313,61.4825332511
20,157.358121331,59.1815084258
20,157.690802348,58.1912585238
20,158.023483366,58.2885277306
20,158.356164384,59.217146224
20,158.688845401,60.8419759996
20,159.021526419,63.0716085766
20,159.354207436,65.8374407135
20,159.686888454,69.0851939829
20,160.019569472,72.7677782373
20,160.352250489,76.6915507903
20,160.684931507,80.590221618
20,161.017612524,84.3001409417
20,161.350293542,87.69434117
20,161.68297456,90.5440812231
20,162.015655577,92.5143483603
20,162.348336595,93.3834036021
20,162.681017613,92.9765401784
20,163.01369863,91.6243291709
20,163.346379648,90.1597773834
20,163.679060665,89.0244310578
20,164.011741683,88.5237865889
20,164.344422701,88.8122319883
20,164.677103718,89.8419264439
20,165.009784736,91.635081693
20,165.342465753,94.2346026557
20,165.675146771,97.6076408444
20,166.007827789,101.555928215
20,166.340508806,105.97529936
20,166.673189824,110.801888861
20,167.005870841,115.94936308
20,167.338551859,121.261316783
20,167.671232877,126.635904214
20,168.003913894,131.997002071
20,168.336594912,137.281925576
20,168.66927593,142.403189288
20,169.001956947,147.090281221
20,169.334637965,151.133167784
20,169.667318982,154.282145569
20,170.0,156.256086449
21,0.332681017613,152.886869142
21,0.665362035225,307.24835481
21,0.998043052838,461.265469702
21,1.33072407045,615.199432939
21,1.66340508806,769.105527973
21,1.99608610568,922.996323827
21,2.32876712329,1076.87665733
21,2.6614481409,1230.7516648
21,2.99412915851,1383.62242543
21,3.32681017613,1511.53382508
21,3.65949119374,1602.45679317
21,3.99217221135,1662.93734888
21,4.32485322896,1700.41925431
21,4.65753424658,1720.94339419
21,4.99021526419,1729.06256473
21,5.3228962818,1728.1338071
21,5.65557729941,1720.62059777
21,5.98825831703,1708.33435844
21,6.32093933464,1692.61284362
21,6.65362035225,1674.44919851
21,6.98630136986,1654.58452786
21,7.31898238748,1633.57425145
21,7.65166340509,1611.83605869
21,7.9843444227,1589.68478366
21,8.31702544031,1567.35787851
21,8.64970645793,1545.03423708
21,8.98238747554,1522.84822222
21,9.31506849315,1500.90013361
21,9.64774951076,1479.26410822
21,9.98043052838,1457.99414328
21,10.313111546,1437.1286765
21,10.6457925636,1416.69410135
21,10.9784735812,1396.70749626
21,11.3111545988,1377.17873105
21,11.6438356164,1358.11210338
21,11.9765166341,1339.50762491
21,12.3091976517,1321.36202501
21,12.6418786693,1303.66954107
21,12.9745596869,1286.42254144
21,13.3072407045,1269.61200908
21,13.6399217221,1253.22793131
21,13.9726027397,1237.25961022
21,14.3052837573,1221.69589232
21,14.637964775,1206.52535619
21,14.9706457926,1191.73647083
21,15.3033268102,1177.31770482
21,15.6360078278,1163.25761073
21,15.9686888454,1149.54490082
21,16.301369863,1136.16849425
21,16.6340508806,1123.11755524
21,16.9667318982,1110.38153072
21,17.2994129159,1097.95015788
21,17.6320939335,1085.81347216
21,17.9647749511,1073.96183692
21,18.2974559687,1062.38593777
21,18.6301369863,1051.07676115
21,18.9628180039,1040.02561573
21,19.2954990215,1029.22413331
21,19.6281800391,1018.66423721
21,19.9608610568,1008.33816389
21,20.2935420744,998.202718498
21,20.626223092,986.664647278
21,20.9589041096,971.683911527
21,21.2915851272,952.344547677
21,21.6242661448,928.132928951
21,21.9569471624,898.753746294
21,22.28962818,864.050978349
21,22.6223091977,823.963694994
21,22.9549902153,778.497994913
21,23.2876712329,728.551449654
21,23.6203522505,679.696743825
21,23.9530332681,633.591663796
21,24.2857142857,591.197846495
21,24.6183953033,553.222523485
21,24.9510763209,520.161363435
21,25.2837573386,492.355015221
21,25.6164383562,470.028940797
21,25.9491193738,453.321587729
21,26.2818003914,441.780643047
21,26.614481409,433.763267938
21,26.9471624266,428.377179106
21,27.2798434442,425.072083037
21,27.6125244618,423.451734962
21,27.9452054795,423.213275137
21,28.2778864971,424.11717187
21,28.6105675147,425.969655547
21,28.9432485323,428.611452119
21,29.2759295499,431.910080783
21,29.6086105675,435.754318111
21,29.9412915851,440.050106038
21,30.2739726027,444.717455046
21,30.6066536204,449.688027284
21,30.939334638,454.366254254
21,31.2720156556,456.116080853
21,31.6046966732,453.312567766
21,31.9373776908,445.018087322
21,32.2700587084,430.59621604
21,32.602739726,409.598911107
21,32.9354207436,382.92228637
21,33.2681017613,355.132466427
21,33.6007827789,328.849661774
21,33.9334637965,305.622169605
21,34.2661448141,286.529637198
21,34.5988258317,272.364517481
21,34.9315068493,263.550069661
21,35.2641878669,258.632361542
21,35.5968688845,256.331293584
21,35.9295499022,256.028689761
21,36.2622309198,257.318387783
21,36.5949119374,259.905778915
21,36.927592955,263.565484735
21,37.2602739726,268.119076161
21,37.5929549902,273.421855472
21,37.9256360078,279.354361819
21,38.2583170254,285.816607723
21,38.5909980431,292.723993963
21,38.9236790607,300.004318851
21,39.2563600783,307.595519707
21,39.5890410959,315.443943616
21,39.9217221135,323.502985611
21,40.2544031311,331.731997138
21,40.5870841487,340.095415451
21,40.9197651663,348.562042851
21,41.252446184,357.104452128
21,41.5851272016,365.698488868
21,41.9178082192,374.322858052
21,42.2504892368,382.958768923
21,42.5831702544,391.589629575
21,42.915851272,400.200784784
21,43.2485322896,408.779289
21,43.5812133072,417.104165144
21,43.9138943249,424.369350993
21,44.2465753425,430.09667682
21,44.5792563601,433.985204459
21,44.9119373777,435.815943901
21,45.2446183953,435.422266127
21,45.5772994129,432.67499003
21,45.9099804305,427.473433612
21,46.2426614481,419.755056314
21,46.5753424658,410.660953573
21,46.9080234834,401.386620491
21,47.240704501,392.499815013
21,47.5733855186,384.419618417
21,47.9060665362,377.467881092
21,48.2387475538,371.899814245
21,48.5714285714,367.921650435
21,48.904109589,365.701883538
21,49.2367906067,365.239270069
21,49.5694716243,364.954892
21,49.9021526419,363.418524829
21,50.2348336595,359.847511212
21,50.5675146771,353.611879603
21,50.9001956947,343.233669204
21,51.2328767123,327.387136295
21,51.5655577299,305.249699865
21,51.8982387476,277.281079865
21,52.2309197652,247.878191741
21,52.5636007828,219.741174303
21,52.8962818004,194.494317077
21,53.228962818,173.113094458
21,53.5616438356,155.361209604
21,53.8943248532,141.187795406
21,54.2270058708,130.707681698
21,54.5596868885,123.627261444
21,54.8923679061,118.936196903
21,55.2250489237,116.113775999
21,55.5577299413,114.834268548
21,55.8904109589,114.861370488
21,56.2230919765,116.01245402
21,56.5557729941,118.140888388
21,56.8884540117,121.125824999
21,57.2211350294,124.865725292
21,57.553816047,129.273997854
21,57.8864970646,134.275919501
21,58.2191780822,139.806383389
21,58.5518590998,145.808205877
21,58.8845401174,152.230822891
21,59.217221135,159.029266196
21,59.5499021526,166.163347295
21,59.8825831703,173.596995776
21,60.2152641879,181.297716116
21,60.5479452055,189.236139198
21,60.8806262231,197.385645796
21,61.2133072407,205.722046832
21,61.5459882583,214.22331376
21,61.8786692759,222.869346747
21,62.2113502935,231.641771472
21,62.5440313112,240.523766259
21,62.8767123288,249.499912134
21,63.2093933464,258.556052643
21,63.542074364,267.526897615
21,63.8747553816,275.519005676
21,64.2074363992,281.909498021
21,64.5401174168,286.307389787
21,64.8727984344,288.417415464
21,65.2054794521,288.003936376
21,65.5381604697,285.129259345
21,65.8708414873,281.290115563
21,66.2035225049,277.551524825
21,66.5362035225,274.517072875
21,66.8688845401,272.302708476
21,67.2015655577,270.925883529
21,67.5342465753,270.438954834
21,67.866927593,270.267347683
21,68.1996086106,269.833336596
21,68.5322896282,268.83391168
21,68.8649706458,267.058004081
21,69.1976516634,264.345147246
21,69.530332681,260.806160485
21,69.8630136986,257.187708179
21,70.1956947162,253.85533487
21,70.5283757339,250.916400042
21,70.8610567515,247.794811115
21,71.1937377691,244.108423827
21,71.5264187867,239.644309498
21,71.8590998043,234.250420157
21,72.1917808219,227.808133434
21,72.5244618395,219.685616253
21,72.8571428571,208.712576662
21,73.1898238748,194.424103426
21,73.5225048924,178.851593319
21,73.85518591,163.914182369
21,74.1878669276,150.570885357
21,74.5205479452,138.905021533
21,74.8532289628,128.974542068
21,75.1859099804,120.935057537
21,75.518590998,114.942162455
21,75.8512720157,111.129354829
21,76.1839530333,109.176697258
21,76.5166340509,108.566927478
21,76.8493150685,109.047565873
21,77.1819960861,110.451175315
21,77.5146771037,112.653212493
21,77.8473581213,115.555656658
21,78.1800391389,119.078582837
21,78.5127201566,123.155196166
21,78.8454011742,127.728630594
21,79.1780821918,132.749780362
21,79.5107632094,138.175748354
21,79.843444227,143.96870714
21,80.1761252446,150.095037733
21,80.5088062622,156.524658778
21,80.8414872798,163.230491979
21,81.1741682975,169.99525099
21,81.5068493151,176.158355082
21,81.8395303327,181.286456746
21,82.1722113503,184.59879731
21,82.5048923679,185.368994303
21,82.8375733855,183.120710772
21,83.1702544031,177.480169242
21,83.5029354207,168.578210377
21,83.8356164384,158.526517151
21,84.168297456,148.731024645
21,84.5009784736,140.044081492
21,84.8336594912,133.101746182
21,85.1663405088,128.271390027
21,85.4990215264,125.382982671
21,85.831702544,124.381177421
21,86.1643835616,124.839425966
21,86.4970645793,126.363332705
21,86.8297455969,128.751290955
21,87.1624266145,131.866770116
21,87.4951076321,135.60831815
21,87.8277886497,139.896595762
21,88.1604696673,144.667399768
21,88.4931506849,149.867481228
21,88.8258317025,155.45182018
21,89.1585127202,161.381776476
21,89.4911937378,167.623740804
21,89.8238747554,174.033788488
21,90.156555773,180.315561984
21,90.4892367906,186.291571726
21,90.8219178082,191.83202932
21,91.1545988258,196.8320054
21,91.4872798434,201.203211555
21,91.8199608611,204.869733402
21,92.1526418787,207.765369157
21,92.4853228963,209.853562189
21,92.8180039139,211.215278285
21,93.1506849315,211.739078734
21,93.4833659491,211.356624674
21,93.8160469667,210.01828951
21,94.1487279843,207.683012743
21,94.481409002,204.315476369
21,94.8140900196,199.775609046
21,95.1467710372,193.536457514
21,95.4794520548,185.669491128
21,95.8121330724,177.686443587
21,96.14481409,170.404398183
21,96.4774951076,163.517435649
21,96.8101761252,156.738804679
21,97.1428571429,149.980524624
21,97.4755381605,143.202090763
21,97.8082191781,136.382912181
21,98.1409001957,129.566245142
21,98.4735812133,123.205371237
21,98.8062622309,117.641070382
21,99.1389432485,113.088230632
21,99.4716242661,109.714496554
21,99.8043052838,107.658548987
21,100.136986301,107.028125643
21,100.469667319,107.60253214
21,100.802348337,109.054609808
21,101.135029354,110.908817642
21,101.467710372,112.660223279
21,101.800391389,114.000384529
21,102.133072407,114.68088375
21,102.465753425,114.177462581
21,102.798434442,111.946184782
21,103.13111546,107.626650187
21,103.463796477,101.113319487
21,103.796477495,93.7642707212
21,104.129158513,86.6902079968
21,104.46183953,80.5243728793
21,104.794520548,75.6843028137
21,105.127201566,72.1435925174
21,105.459882583,69.8924334418
21,105.792563601,68.9949119387
21,106.125244618,69.4298288831
21,106.457925636,70.8466516977
21,106.790606654,73.038013503
21,107.123287671,75.883434907
21,107.455968689,79.2968591906
21,107.788649706,83.2120249482
21,108.121330724,87.5756169315
21,108.454011742,92.3434357561
21,108.786692759,97.4780300155
21,109.119373777,102.947126271
21,109.452054795,108.722536329
21,109.784735812,114.779371609
21,110.11741683,121.095455012
21,110.450097847,127.65087149
21,110.782778865,134.427622523
21,111.115459883,141.409349026
21,111.4481409,148.581108033
21,111.780821918,155.929189985
21,112.113502935,163.44097081
21,112.446183953,171.104786295
21,112.778864971,178.886570622
21,113.111545988,186.596292381
21,113.444227006,193.983683393
21,113.776908023,200.563566218
21,114.109589041,205.835733918
21,114.442270059,209.195646875
21,114.774951076,210.24202008
21,115.107632094,208.62416491
21,115.440313112,203.74101544
21,115.772994129,195.748123286
21,116.105675147,186.155956591
21,116.438356164,175.75833824
21,116.771037182,165.067392714
21,117.1037182,154.47036673
21,117.436399217,144.173658695
21,117.769080235,133.743421676
21,118.101761252,123.423447796
21,118.43444227,114.12794137
21,118.767123288,106.018278189
21,119.099804305,98.9836250089
21,119.432485323,93.0505957289
21,119.765166341,88.2710658414
21,120.097847358,84.7022832843
21,120.430528376,82.4012946961
21,120.763209393,81.3903525758
21,121.095890411,81.4088131087
21,121.428571429,82.2382620647
21,121.761252446,83.7543632775
21,122.093933464,85.6505618658
21,122.426614481,87.5453562055
21,122.759295499,89.2035965766
21,123.091976517,90.4449820203
21,123.424657534,91.1113496572
21,123.757338552,90.8301120887
21,124.090019569,89.1969854586
21,124.422700587,85.954435817
21,124.755381605,81.6875233775
21,125.088062622,77.4567728359
21,125.42074364,73.8156087019
21,125.753424658,71.0524068246
21,126.086105675,69.1378297208
21,126.418786693,68.1193808938
21,126.75146771,68.0688287645
21,127.084148728,69.0571909992
21,127.416829746,70.9807176585
21,127.749510763,73.5918007053
21,128.082191781,76.7702602258
21,128.414872798,80.4383186244
21,128.747553816,84.5222814778
21,129.080234834,88.7207364449
21,129.412915851,92.7348334937
21,129.745596869,96.3768837419
21,130.078277886,99.5002517551
21,130.410958904,101.982848512
21,130.743639922,103.738328003
21,131.076320939,105.13033341
21,131.409001957,106.615508576
21,131.741682975,108.436438289
21,132.074363992,110.766760929
21,132.40704501,113.697083215
21,132.739726027,117.046299273
21,133.072407045,120.525417542
21,133.405088063,123.748165829
21,133.73776908,126.226412997
21,134.070450098,127.595851792
21,134.403131115,127.597923054
21,134.735812133,126.041236247
21,135.068493151,123.526699547
21,135.401174168,120.976111831
21,135.733855186,118.874822671
21,136.066536204,117.481130096
21,136.399217221,116.878515835
21,136.731898239,116.929143051
21,137.064579256,117.56906773
21,137.397260274,118.72216119
21,137.729941292,120.096149223
21,138.062622309,121.303603269
21,138.395303327,121.979943923
21,138.727984344,121.923484728
21,139.060665362,121.220349096
21,139.39334638,119.928247162
21,139.726027397,118.050476852
21,140.058708415,115.577367668
21,140.391389432,112.350358104
21,140.72407045,108.327325474
21,141.056751468,104.444071895
21,141.389432485,101.124679418
21,141.722113503,98.4719481421
21,142.054794521,96.5041879584
21,142.387475538,95.2746913465
21,142.720156556,94.8473622543
21,143.052837573,95.284354106
