energy,diameter,dfec_lynch
20,0.332681017613,252.688358016
20,0.665362035225,508.059893857
20,0.998043052838,762.785916397
20,1.33072407045,1017.38754454
20,1.66340508806,1271.9230895
20,1.99608610568,1526.43562952
20,2.32876712329,1780.92784359
20,2.6614481409,2035.41342023
20,2.99412915851,2289.88694478
20,3.32681017613,2527.31060329
20,3.65949119374,2707.42572741
20,3.99217221135,2833.35708546
20,4.32485322896,2916.56840504
20,4.65753424658,2967.49438155
20,4.99021526419,2994.35936361
20,5.3228962818,3003.37987098
20,5.65557729941,2999.19486527
20,5.98825831703,2985.25923305
20,6.32093933464,2964.15237673
20,6.65362035225,2937.80850684
20,6.98630136986,2907.68475634
20,7.31898238748,2874.88404233
20,7.65166340509,2840.24436878
20,7.9843444227,2804.40456054
20,8.31702544031,2767.8525196
20,8.64970645793,2730.9612486
20,8.98238747554,2694.01568364
20,9.31506849315,2657.23299034
20,9.64774951076,2620.77785177
20,9.98043052838,2584.77420779
20,10.313111546,2549.31427132
20,10.6457925636,2514.46545402
20,10.9784735812,2480.27574211
20,11.3111545988,2446.77792521
20,11.6438356164,2413.99287761
20,11.9765166341,2381.93213376
20,12.3091976517,2350.59995018
20,12.6418786693,2319.99490697
20,12.9745596869,2844.15769011
20,13.3072407045,2260.93963073
20,13.6399217221,2232.46847455
20,13.9726027397,2204.68407674
20,14.3052837573,2177.57137564
20,14.637964775,2151.11434824
20,14.9706457926,2125.29628122
20,15.3033268102,2100.10009667
